company,job_description,company_rating,location,salary_avg_estimate,educational_level,years_of_experience,skills_req,job_title
Opkey,Data Research Analyst- EST Shift,4.1,Noida,660000,Bachelors,2.5,"SQL, Python, Power BI, Tableau, Data Wrangling, Time Series Analysis",Data Analyst
WPP,Data Analyst,3.6,Mumbai,1080000,Masters,5.0,"SQL, Python, Power BI, Tableau, Data Wrangling, Time Series Analysis",Data Analyst
Tsaaro,Data Protection Consultant,4.1,Remote,1080000,Masters,5.0,"Python, Java, C++, System Administration, Cloud Computing, Security",Other
Tecvesten Consulting,Junior Data Scientist,4.1,Chennai,480000,Bachelors,1.0,"Python, Deep Learning, Computer Vision, Data Science, NLP",Data Scientist
Rojgar Group,Data Analytics,3.6,Remote,480000,Bachelors,1.0,"Excel, SQL, Data Visualization, Python, Statistical Analysis, Time Series Analysis",Data Analyst
United Airlines,Data Scientist,3.9,Gurgaon,1560000,PhD,7.0,"Python, Deep Learning, Computer Vision, Data Science, NLP",Data Scientist
Hernandez & Company,Data Analyst,4.5,India,1080000,Masters,5.0,"Excel, SQL, Data Visualization, Python, Machine Learning, Database Management",Data Analyst
NICE Systems,Data Scientist,4.2,Pune,660000,Bachelors,2.5,"Python, Deep Learning, Computer Vision, Data Science, NLP",Data Scientist
Barclays,Data Scientist,4.0,Chennai,1320000,Masters,7.0,"Python, SQL, TensorFlow, Data Analysis, Data Engineering, Feature Engineering",Data Scientist
Info Edge,Data Scientist,2.4,Noida,660000,Bachelors,2.5,"Python, R, Machine Learning, Data Wrangling, Deep Learning, NLP",Data Scientist
Eaton,Data Analyst,4.1,Pune,480000,Bachelors,1.0,"SQL, Python, Power BI, Tableau, Data Wrangling, Time Series Analysis",Data Analyst
William O’Neil India,Data Research Analyst,3.9,Bengaluru,360000,Diploma,1.0,"SQL, Python, Power BI, Tableau, Data Wrangling, Time Series Analysis",Data Analyst
Smiths Group,Data Analyst,3.3,Bengaluru,1320000,Masters,7.0,"Excel, SQL, Data Visualization, Python, Statistical Analysis, Time Series Analysis",Data Analyst
Valency International,Data Analyst,3.0,India,840000,Bachelors,5.0,"Excel, SQL, Data Visualization, Python, Machine Learning, Database Management",Data Analyst
Insider Biz,Data Scientist,4.1,New Delhi,360000,Diploma,1.0,"Python, R, Machine Learning, Data Wrangling, Deep Learning, NLP",Data Scientist
"McAfee, LLC",Data Analyst with Marketing Analytics,4.1,Remote,660000,Bachelors,2.5,"SQL, Python, Power BI, Tableau, Data Wrangling, Time Series Analysis",Data Analyst
Galytix,Data Analyst,2.8,Gurgaon,660000,Bachelors,2.5,"Data Visualization, Excel, R, SQL, Big Data Tools",Data Analyst
Airtel India,Data Scientist,4.1,Gurgaon,1800000,PhD,9.0,"Python, R, Machine Learning, Data Wrangling, Deep Learning, NLP",Data Scientist
AlignTech,Data Analyst,3.9,Hyderābād,840000,Bachelors,5.0,"Excel, SQL, Data Visualization, Python, Machine Learning, Database Management",Data Analyst
Philips,Data Analyst I,4.0,Bengaluru,480000,Bachelors,1.0,"SQL, Python, Power BI, Tableau, Data Wrangling, Time Series Analysis",Data Analyst
Techneplus,Data Scientist - Bangalore/Noida/Hybrid,4.4,Bengaluru,660000,Bachelors,2.5,"Python, R, Machine Learning, Data Wrangling, Deep Learning, NLP",Data Scientist
Schneider Electric,Data Analyst,4.2,Mumbai,1800000,PhD,9.0,"Data Visualization, Excel, R, SQL, Big Data Tools",Data Analyst
Bharat Light & Power,Data Scientist,4.0,Bengaluru,660000,Bachelors,2.5,"Python, Deep Learning, Computer Vision, Data Science, NLP",Data Scientist
Ignitho,Data Scientist Associate,4.3,Chennai,1800000,PhD,9.0,"R, Data Wrangling, Machine Learning, Statistics, SQL, Feature Engineering",Data Scientist
SearchUrCollege,Data Scientist,4.0,Noida,660000,Bachelors,2.5,"Python, Deep Learning, Computer Vision, Data Science, NLP",Data Scientist
V-Align Technologies,Data Analyst,4.1,Bengaluru,840000,Bachelors,5.0,"Data Visualization, Excel, R, SQL, Big Data Tools",Data Analyst
Zappian,Data Analyst,4.1,Bhopal,1560000,PhD,7.0,"Excel, SQL, Data Visualization, Python, Statistical Analysis, Time Series Analysis",Data Analyst
Ignitho,Data Scientist,4.3,Chennai,840000,Bachelors,5.0,"R, Data Wrangling, Machine Learning, Statistics, SQL, Feature Engineering",Data Scientist
KhataBook,Data Engineer - I,3.3,Bengaluru,660000,Bachelors,2.5,"SQL, Python, Data Warehousing, Data Architecture, ETL, AWS",Data Engineer
AtkinsRéalis,Data Scientist,4.0,Gurgaon,480000,Bachelors,1.0,"Python, SQL, TensorFlow, Data Analysis, Data Engineering, Feature Engineering",Data Scientist
Microsoft,Data Analyst,4.2,Hyderābād,660000,Bachelors,2.5,"Excel, SQL, Data Visualization, Python, Statistical Analysis, Time Series Analysis",Data Analyst
CoRover,Data Scientist,4.1,Bengaluru,660000,Bachelors,2.5,"Python, Deep Learning, Computer Vision, Data Science, NLP",Data Scientist
Q-Dat IT Solutions,Data Analyst,5.0,India,1080000,Masters,5.0,"Data Visualization, Excel, R, SQL, Big Data Tools",Data Analyst
A-1 Technology,Data Engineer,3.3,Remote,1560000,PhD,7.0,"SQL, Python, Data Warehousing, Data Architecture, ETL, AWS",Data Engineer
NovoTree Minds Consulting,Data Engineer,5.0,Bengaluru,1800000,PhD,9.0,"Java, SQL, Big Data, Cloud Computing, Data Modeling, Apache Hive",Data Engineer
DeepTek Medical Imaging,Associate Data Scientist,4.1,Pune,1320000,Masters,7.0,"Python, R, Machine Learning, Data Wrangling, Deep Learning, NLP",Data Scientist
Flipkart,Data Engineer II,3.9,Bengaluru,480000,Bachelors,1.0,"SQL, Python, Data Warehousing, Data Architecture, ETL, AWS",Data Engineer
MobileProgramming,Data Engineer,3.6,Remote,360000,Diploma,1.0,"Java, SQL, Big Data, Cloud Computing, Data Modeling, Apache Hive",Data Engineer
IronList,Data Analyst,4.1,Ahmedabad,840000,Bachelors,5.0,"Excel, SQL, Data Visualization, Python, Machine Learning, Database Management",Data Analyst
Thrasio,Data Analyst II,3.1,India,480000,Bachelors,1.0,"Excel, SQL, Data Visualization, Python, Statistical Analysis, Time Series Analysis",Data Analyst
CoinDCX,Data Engineer,4.1,Bengaluru,360000,Diploma,1.0,"SQL, Python, ETL, Apache Kafka, Data Warehousing, Data Pipelines",Data Engineer
Iron Mountain,Data Analyst,3.7,Bengaluru,660000,Bachelors,2.5,"Excel, SQL, Data Visualization, Python, Machine Learning, Database Management",Data Analyst
AllianceBernstein,Data Analyst,3.8,Pune,840000,Bachelors,5.0,"Excel, SQL, Data Visualization, Python, Statistical Analysis, Time Series Analysis",Data Analyst
Magic Infomedia,Data Analyst,4.1,Delhi,480000,Bachelors,1.0,"Excel, SQL, Data Visualization, Python, Machine Learning, Database Management",Data Analyst
Visa,Data Scientist,4.1,Bengaluru,1800000,PhD,9.0,"Python, R, Machine Learning, Data Wrangling, Deep Learning, NLP",Data Scientist
StockX,Data Engineer,3.6,Bengaluru,1560000,PhD,7.0,"SQL, Python, ETL, Apache Kafka, Data Warehousing, Data Pipelines",Data Engineer
Kmart,Associate Data Engineer,3.4,India,840000,Bachelors,5.0,"SQL, Python, Data Warehousing, Data Architecture, ETL, AWS",Data Engineer
TVS Motor,Data Engineer II,3.9,India,660000,Bachelors,2.5,"SQL, Python, Data Warehousing, Data Architecture, ETL, AWS",Data Engineer
Phygital Insights,Data Scientist,4.1,Bengaluru,1080000,Masters,5.0,"R, Data Wrangling, Machine Learning, Statistics, SQL, Feature Engineering",Data Scientist
UST,Associate II - Data Science,4.0,Bengaluru,840000,Bachelors,5.0,"Python, SQL, TensorFlow, Data Analysis, Data Engineering, Feature Engineering",Data Scientist
Wesco,India-Bangalore: Data Scientist,3.7,Bengaluru,660000,Bachelors,2.5,"Python, R, Machine Learning, Data Wrangling, Deep Learning, NLP",Data Scientist
Microsoft,Data Engineer II,4.2,Noida,660000,Bachelors,2.5,"Java, SQL, Big Data, Cloud Computing, Data Modeling, Apache Hive",Data Engineer
Agilite Global Solutions Company,Data QA/ETL Tester,4.7,India,480000,Bachelors,1.0,"SQL, Python, Database Management, Web Development, Data Analysis",Other
Legalwiz,Data Analyst,4.2,India,1320000,Masters,7.0,"SQL, Python, Power BI, Tableau, Data Wrangling, Time Series Analysis",Data Analyst
Magna International Inc.,Data Scientist,3.8,Bengaluru,1560000,PhD,7.0,"Python, R, Machine Learning, Data Wrangling, Deep Learning, NLP",Data Scientist
RDAlabs,Data Analyst,4.1,Remote,1080000,Masters,5.0,"Excel, SQL, Data Visualization, Python, Machine Learning, Database Management",Data Analyst
Retransform,Data Scientist,4.1,Mumbai,360000,Diploma,1.0,"R, Data Wrangling, Machine Learning, Statistics, SQL, Feature Engineering",Data Scientist
Blue Yonder,"Data Engineer (Python, SQL, Query Optimization, DBMS)",4.1,Bengaluru,840000,Bachelors,5.0,"Java, SQL, Big Data, Cloud Computing, Data Modeling, Apache Hive",Data Engineer
Aptus Data LAbs,Data Scientist,4.1,Bengaluru,1800000,PhD,9.0,"Python, Deep Learning, Computer Vision, Data Science, NLP",Data Scientist
LodgIQ,Data Scientist,4.1,India,1320000,Masters,7.0,"Python, SQL, TensorFlow, Data Analysis, Data Engineering, Feature Engineering",Data Scientist
Yamaha Motor Solutions India Pvt.Ltd.,Data Scientist,4.1,Farīdābād,1320000,Masters,7.0,"Python, Deep Learning, Computer Vision, Data Science, NLP",Data Scientist
DataEconomy,Data Scientist,4.7,Hyderābād,360000,Diploma,1.0,"Python, Deep Learning, Computer Vision, Data Science, NLP",Data Scientist
EIE Instruments,Data Analyst,3.9,Ahmedabad,1320000,Masters,7.0,"Data Visualization, Excel, R, SQL, Big Data Tools",Data Analyst
Veniso Solutions,Data Scientist,4.1,Hyderābād,660000,Bachelors,2.5,"Python, SQL, TensorFlow, Data Analysis, Data Engineering, Feature Engineering",Data Scientist
Optimum Data Analytics,Data Scientist,4.1,Pune,660000,Bachelors,2.5,"Python, Deep Learning, Computer Vision, Data Science, NLP",Data Scientist
NovoTree Minds Consulting,Data Analyst,5.0,Bengaluru,360000,Diploma,1.0,"SQL, Python, Power BI, Tableau, Data Wrangling, Time Series Analysis",Data Analyst
Tokopedia,Data Scientist - TopAds,4.3,Noida,1080000,Masters,5.0,"R, Data Wrangling, Machine Learning, Statistics, SQL, Feature Engineering",Data Scientist
Tata Elxsi,Data Science Engineers,4.1,Bengaluru,360000,Diploma,1.0,"Python, Deep Learning, Computer Vision, Data Science, NLP",Data Scientist
Zycus,Data Analyst,3.4,Mumbai,840000,Bachelors,5.0,"SQL, Python, Power BI, Tableau, Data Wrangling, Time Series Analysis",Data Analyst
Petpooja,Data Scientist,4.5,Ahmedabad,360000,Diploma,1.0,"R, Data Wrangling, Machine Learning, Statistics, SQL, Feature Engineering",Data Scientist
PayU,Data Scientist,3.7,Bengaluru,660000,Bachelors,2.5,"Python, R, Machine Learning, Data Wrangling, Deep Learning, NLP",Data Scientist
Algoscale,Data Scientist,4.0,Noida,480000,Bachelors,1.0,"Python, Deep Learning, Computer Vision, Data Science, NLP",Data Scientist
APA Engineering,Data Analyst,4.1,Chennai,360000,Diploma,1.0,"SQL, Python, Power BI, Tableau, Data Wrangling, Time Series Analysis",Data Analyst
Zehntech,Data Engineer,3.1,Indore,660000,Bachelors,2.5,"Java, SQL, Big Data, Cloud Computing, Data Modeling, Apache Hive",Data Engineer
Transaction Network Services,Data Scientist,3.4,Noida,660000,Bachelors,2.5,"Python, SQL, TensorFlow, Data Analysis, Data Engineering, Feature Engineering",Data Scientist
Retisio,Junior Data Engineer,4.1,Bengaluru,840000,Diploma,9.0,"Java, SQL, Big Data, Cloud Computing, Data Modeling, Apache Hive",Data Engineer
Zapcom Group,Data Analyst,3.8,India,1800000,PhD,9.0,"SQL, Python, Power BI, Tableau, Data Wrangling, Time Series Analysis",Data Analyst
Zazz,Data Scientist,4.1,Hyderābād,1080000,Masters,5.0,"Python, Deep Learning, Computer Vision, Data Science, NLP",Data Scientist
Energy Exemplar,Data Engineer,4.4,Pune,1800000,PhD,9.0,"SQL, Python, ETL, Apache Kafka, Data Warehousing, Data Pipelines",Data Engineer
Data PlatformExperts,Azure Data Engineer,4.1,Remote,360000,Diploma,1.0,"SQL, ETL, Big Data, Data Warehousing, Apache Spark, Hadoop",Data Engineer
Acies Global,Data Engineer - SSIS,4.6,Chennai,840000,Bachelors,5.0,"SQL, Python, Data Warehousing, Data Architecture, ETL, AWS",Data Engineer
Shortjobs India,Data Scientist,4.1,Bengaluru,480000,Bachelors,1.0,"Python, Deep Learning, Computer Vision, Data Science, NLP",Data Scientist
JP infotech,Big Data Engineer,3.9,Remote,480000,Bachelors,1.0,"Java, SQL, Big Data, Cloud Computing, Data Modeling, Apache Hive",Data Engineer
RD Digital Solutions,Senior Data Engineer,4.3,Remote,1080000,Masters,5.0,"SQL, Python, ETL, Apache Kafka, Data Warehousing, Data Pipelines",Data Engineer
EY,Data Analyst,3.8,Hyderābād,660000,Bachelors,2.5,"Excel, SQL, Data Visualization, Python, Machine Learning, Database Management",Data Analyst
Global Employees,Azure Data Engineer,4.1,Remote,1080000,Masters,5.0,"SQL, Python, ETL, Apache Kafka, Data Warehousing, Data Pipelines",Data Engineer
Anion Healthcare BPO,Data Analyst,4.2,India,840000,Bachelors,5.0,"Excel, SQL, Data Visualization, Python, Machine Learning, Database Management",Data Analyst
Cheri angel HR Consulting,Junior Data Scientist,4.1,Remote,1080000,Bachelors,7.0,"Python, SQL, TensorFlow, Data Analysis, Data Engineering, Feature Engineering",Data Scientist
Wisdom college for creativity & design,Data Science Trainee,4.1,Ghaziabad,480000,Diploma,2.5,"Python, SQL, TensorFlow, Data Analysis, Data Engineering, Feature Engineering",Data Scientist
Forbes Advisor,Data Research Analyst,3.6,Mumbai,480000,Bachelors,1.0,"SQL, Python, Power BI, Tableau, Data Wrangling, Time Series Analysis",Data Analyst
Servilint Technologies,Data Scientist,4.1,Mumbai,840000,Bachelors,5.0,"Python, Deep Learning, Computer Vision, Data Science, NLP",Data Scientist
Razor Group GmbH,Data Engineer,3.1,Gurgaon,360000,Diploma,1.0,"SQL, Python, ETL, Apache Kafka, Data Warehousing, Data Pipelines",Data Engineer
"SmarTek21, LLC",Data Engineer,3.6,Remote,360000,Diploma,1.0,"SQL, Python, Data Warehousing, Data Architecture, ETL, AWS",Data Engineer
Pinnacle Employment,Data Engineer,4.1,Gurgaon,1800000,PhD,9.0,"SQL, ETL, Big Data, Data Warehousing, Apache Spark, Hadoop",Data Engineer
Xperthunt Systems,Data Engineer,4.1,Bengaluru,840000,Bachelors,5.0,"SQL, Python, Data Warehousing, Data Architecture, ETL, AWS",Data Engineer
Konexions Back Office Services Pvt Ltd,Data Analyst,4.1,Gurgaon,480000,Bachelors,1.0,"SQL, Python, Power BI, Tableau, Data Wrangling, Time Series Analysis",Data Analyst
Ziniosedge,Data Engineer,4.1,India,360000,Diploma,1.0,"SQL, ETL, Big Data, Data Warehousing, Apache Spark, Hadoop",Data Engineer
GraspCorn Software Solution Pvt. Ltd.,Data Analyst,4.1,India,1320000,Masters,7.0,"Excel, SQL, Data Visualization, Python, Statistical Analysis, Time Series Analysis",Data Analyst
Idexcel,Data Engineer,4.3,Pune,660000,Bachelors,2.5,"SQL, ETL, Big Data, Data Warehousing, Apache Spark, Hadoop",Data Engineer
orchid furnishings llp,Data Analyst,4.1,Pune,840000,Bachelors,5.0,"Excel, SQL, Data Visualization, Python, Machine Learning, Database Management",Data Analyst
CGI,Big Data Engineer,3.8,Bengaluru,480000,Bachelors,1.0,"SQL, ETL, Big Data, Data Warehousing, Apache Spark, Hadoop",Data Engineer
EP Soft Pvt. Ltd.,Data Scientist,4.1,Jaipur,660000,Bachelors,2.5,"Python, Deep Learning, Computer Vision, Data Science, NLP",Data Scientist
Codnext IT Services,Data Scientist,4.1,Bengaluru,1320000,Masters,7.0,"Python, R, Machine Learning, Data Wrangling, Deep Learning, NLP",Data Scientist
expert global solutions Pvt. Ltd,Data Annotator,3.2,Coimbatore,480000,Bachelors,1.0,"Data Annotation, Image Classification, Data Management, Quality Assurance, Attention to Detail",Data Annotator
Virtual Reality System,Data Analytics Intern,4.1,Gāndhīnagar,840000,Bachelors,5.0,"Excel, SQL, Data Visualization, Python, Machine Learning, Database Management",Data Analyst
Horizon Corp,Data Engineer,4.1,India,660000,Bachelors,2.5,"SQL, ETL, Big Data, Data Warehousing, Apache Spark, Hadoop",Data Engineer
HiringGo,Azure Data Engineer,4.1,Remote,360000,Diploma,1.0,"SQL, Python, Data Warehousing, Data Architecture, ETL, AWS",Data Engineer
Naviga Inc.,Data Scientist,3.7,Delhi,840000,Bachelors,5.0,"Python, Deep Learning, Computer Vision, Data Science, NLP",Data Scientist
Vecmocon Technologies,Data Analytics Intern,4.1,Delhi,840000,Bachelors,5.0,"SQL, Python, Power BI, Tableau, Data Wrangling, Time Series Analysis",Data Analyst
AVG LOGISTICS LIMITED,Data Analyst,4.1,Delhi,360000,Diploma,1.0,"Excel, SQL, Data Visualization, Python, Statistical Analysis, Time Series Analysis",Data Analyst
GRS Fantasy park,Senior Data Analyst,4.1,India,480000,Bachelors,1.0,"Excel, SQL, Data Visualization, Python, Statistical Analysis, Time Series Analysis",Data Analyst
Good Business Lab,Data Associate,4.7,India,480000,Bachelors,1.0,"SQL, Python, Database Management, Web Development, Data Analysis",Other
Miles Ahead 91 Consultants,Data Engineer,4.1,Remote,1080000,Masters,5.0,"SQL, Python, ETL, Apache Kafka, Data Warehousing, Data Pipelines",Data Engineer
Xplor,Data Analytics Engineer,3.4,Pune,480000,Bachelors,1.0,"Excel, SQL, Data Visualization, Python, Statistical Analysis, Time Series Analysis",Data Analyst
HR CLICK,Data Analyst,4.1,India,840000,Bachelors,5.0,"SQL, Python, Power BI, Tableau, Data Wrangling, Time Series Analysis",Data Analyst
Deliveroo,Data Scientist - Consumer,3.6,Hyderābād,1320000,Masters,7.0,"R, Data Wrangling, Machine Learning, Statistics, SQL, Feature Engineering",Data Scientist
Evolvision Technologies,Data Scientist,4.1,Gāndhīnagar,660000,Bachelors,2.5,"R, Data Wrangling, Machine Learning, Statistics, SQL, Feature Engineering",Data Scientist
Freedom Property Investors,Data Engineer - Southeast Asia,4.1,Remote,660000,Bachelors,2.5,"SQL, Python, Data Warehousing, Data Architecture, ETL, AWS",Data Engineer
Standard Chartered,Big Data Engineer,3.9,Bengaluru,660000,Bachelors,2.5,"SQL, Python, ETL, Apache Kafka, Data Warehousing, Data Pipelines",Data Engineer
SyngyMaxim Solutions Pvt Ltd,Data Engineer,4.7,Hyderābād,480000,Bachelors,1.0,"SQL, Python, Data Warehousing, Data Architecture, ETL, AWS",Data Engineer
Thinkitive Technologies Pvt Ltd,Data Scientist,3.9,India,660000,Bachelors,2.5,"Python, SQL, TensorFlow, Data Analysis, Data Engineering, Feature Engineering",Data Scientist
JPMorgan Chase & Co,Data Science Senior Associate,4.0,Bengaluru,1080000,Bachelors,7.0,"Python, R, Machine Learning, Data Wrangling, Deep Learning, NLP",Data Scientist
AlphaSense,Data Annotation Specialist,3.8,Mumbai,660000,Bachelors,2.5,"SQL, Python, Database Management, Web Development, Data Analysis",Other
Multicloud4u Technologies,Data Scientist,4.1,Pune,660000,Bachelors,2.5,"R, Data Wrangling, Machine Learning, Statistics, SQL, Feature Engineering",Data Scientist
Hub Work,Data Scientist,4.1,Chennai,480000,Bachelors,1.0,"Python, R, Machine Learning, Data Wrangling, Deep Learning, NLP",Data Scientist
